Date,운영차압,비플럭스,원수 수온,원수 탁도,원수 TDS,원수 전기전도도,원수 pH,유입압력,생산량,is_operating,cycle_id,rain,temp
2021-06-11 06:00:01,3.3100000000000005,4.759944429933699,18.81,2.1152712264150946,331.59599999999995,552.66,6.93,8.57,750.59,True,5,0.0847701149425287,19.904321444686037
2021-06-11 07:00:01,3.3000000000000007,4.749127491306032,18.84,2.1111320754716987,331.284,552.14,6.93,8.55,748.15,True,5,0.0,20.35731533399663
2021-06-11 08:00:01,3.3000000000000007,4.7475651929712575,18.92,2.1069929245283023,332.082,553.47,6.93,8.57,752.41,True,5,0.0,21.134228862135725
2021-06-11 09:00:01,3.3199999999999994,4.708672487786326,18.95,2.102853773584906,332.88599999999997,554.81,6.93,8.6,749.6,True,5,0.0,22.12052490386225
2021-06-11 10:00:01,4.180000000000001,4.5750758960238045,19.02,2.0987146226415097,333.276,555.46,6.93,10.13,866.73,True,5,0.0,22.31188201449018
2021-06-11 11:00:01,4.18,4.579053145419377,19.06,2.0945754716981138,333.756,556.26,6.93,10.16,871.86,True,5,0.0,21.915954306575877
2021-06-11 12:00:01,4.16,4.570074531220192,19.12,2.0904363207547174,335.18399999999997,558.64,6.93,10.14,870.68,True,5,0.0,23.358670448235543
2021-06-11 13:00:01,3.65,4.570202003275673,19.18,2.086297169811321,336.0,560.0,6.94,9.3,799.78,True,5,0.0,24.76663578048816
2021-06-11 14:00:01,3.649999999999999,4.551102808955524,19.24,2.0821580188679247,337.36199999999997,562.27,6.94,9.28,795.75,True,5,0.0,25.406509725892526
2021-06-11 15:00:01,3.6599999999999993,4.558317308433263,19.25,2.078018867924529,338.50199999999995,564.17,6.94,9.28,796.48,True,5,0.0,23.956139471676497
2021-06-11 16:00:01,3.299999999999999,4.648937300849329,19.23,2.0738797169811325,339.642,566.07,6.94,8.62,750.28,True,5,0.0,24.593763068778458
2021-06-11 17:00:01,3.289999999999999,4.6584710173074475,19.18,2.069740566037736,340.428,567.38,6.94,8.61,749.71,True,5,0.0,23.6141944298885
2021-06-11 18:00:01,3.290000000000001,4.676121680032999,19.16,2.06560141509434,341.892,569.82,6.94,8.64,755.23,True,5,0.0,23.519504651390243
2021-06-11 19:00:01,3.2799999999999994,4.656139888547399,19.15,2.061462264150944,342.816,571.36,6.94,8.62,749.89,True,5,0.0,22.36552198526393
2021-06-11 20:00:01,3.2799999999999994,4.6689833590855105,19.15,2.0573231132075476,343.98599999999993,573.31,6.94,8.61,750.35,True,5,0.0,21.82706522119439
2021-06-11 21:00:01,3.289999999999999,4.632651053427708,19.18,2.0531839622641512,344.928,574.88,6.95,8.62,745.85,True,5,0.0,21.310799694922256
2021-06-11 22:00:01,4.18,4.53545916332464,19.18,2.049044811320755,345.348,575.58,6.95,10.17,866.62,True,5,0.0,20.219349041542117
2021-06-11 23:00:01,3.859999999999999,4.601652152429383,19.2,2.044905660377359,345.732,576.22,6.95,9.59,826.93,True,5,0.0,19.844101847338187
2021-06-12 00:00:01,3.869999999999999,4.599797558234361,19.21,2.0407665094339626,346.044,576.74,6.95,9.6,827.62,True,5,0.0,19.38172544444015
2021-06-12 01:00:01,3.890000000000001,4.595791863040578,19.17,2.0366273584905663,346.08,576.8,6.96,9.64,829.33,True,5,0.0,18.76296041726528
2021-06-12 02:00:01,3.9,4.6152963563621885,19.12,2.03248820754717,345.42,575.7,6.96,9.65,832.09,True,5,0.0,18.4331465425678
2021-06-12 03:00:01,3.9,4.615024489021199,19.06,2.028349056603774,344.71799999999996,574.53,6.96,9.65,830.12,True,5,0.0,18.279319486289623
2021-06-12 04:00:01,3.51,4.697489586874575,18.98,2.0242099056603777,343.17,571.95,6.96,8.93,776.37,True,5,0.0,17.95456668049355
2021-06-12 05:00:01,3.53,4.6999195432151,18.9,2.0200707547169814,341.166,568.61,6.96,8.98,779.62,True,5,0.0,17.952900346558387
2021-06-12 06:00:01,3.51,4.707674451471599,18.82,2.015931603773585,339.3,565.5,6.96,8.94,775.25,True,5,0.0,18.305894235868983
2021-06-12 07:00:01,3.5699999999999994,4.696083818546419,18.77,2.011792452830189,337.392,562.32,6.96,9.03,779.96,True,5,0.0,18.653733513525964
2021-06-12 08:00:01,3.58,4.706418570784808,18.76,2.007653301886793,336.048,560.08,6.96,9.06,784.66,True,5,0.0,19.152900346558383
2021-06-12 09:00:01,3.539999999999999,4.700846809346758,18.77,2.0035141509433965,335.02799999999996,558.38,6.96,9.02,781.65,True,5,0.0747126436781609,20.385462874758947
2021-06-12 10:00:01,3.54,4.672920599603422,18.82,1.9993750000000003,334.848,558.08,6.96,9.01,777.45,True,5,0.0747126436781609,22.106727402836565
2021-06-12 11:00:01,3.5600000000000005,4.664934529430574,18.9,1.9952358490566042,335.388,558.98,6.96,9.05,782.19,True,5,0.0,24.4022503483024
2021-06-12 12:00:01,3.5200000000000005,4.671906748746339,18.99,1.9910966981132079,336.27000000000004,560.45,6.95,8.98,779.33,True,5,0.0,25.455150694860784
2021-06-12 13:00:01,3.53,4.662679757889683,19.08,1.9869575471698118,337.284,562.14,6.95,8.98,779.79,True,5,0.0,26.98937955699651
2021-06-12 14:00:01,3.54,4.669819295293257,19.13,1.9828183962264154,338.166,563.61,6.95,8.99,782.85,True,5,0.0,27.89891768043208
2021-06-12 15:00:01,3.55,4.652565207778728,19.16,1.9786792452830193,338.748,564.58,6.95,8.99,780.15,True,5,0.0,28.22018220850969
2021-06-12 16:00:01,3.5500000000000007,4.676863671035087,19.16,1.974540094339623,338.754,564.59,6.94,8.97,781.65,True,5,0.0,27.11144577638541
2021-06-12 17:00:01,3.5500000000000007,4.676785152037049,19.19,1.9704009433962268,337.902,563.17,6.95,8.96,781.42,True,5,0.0,26.468854653134255
2021-06-12 18:00:01,3.5500000000000007,4.674914139516463,19.19,1.9662617924528305,337.37999999999994,562.3,6.95,8.98,783.58,True,5,0.0,26.045768181273356
2021-06-12 19:00:01,3.5500000000000007,4.679524780008743,19.22,1.9621226415094344,336.81,561.35,6.95,8.97,784.33,True,5,0.0,24.72863801237734
2021-06-12 20:00:01,3.53,4.661287992943169,19.24,1.957983490566038,336.204,560.34,6.95,8.92,776.71,True,5,0.0,23.60456276370072
2021-06-12 21:00:01,3.54,4.6595997564159815,19.35,1.953844339622642,336.0,560.0,6.95,8.93,780.45,True,5,0.0,22.3003348617669
2021-06-12 22:00:01,3.54,4.647586321733697,19.42,1.9497051886792456,335.95199999999994,559.92,6.95,8.93,780.5,True,5,0.0,21.334719333750748
2021-06-12 23:00:01,3.55,4.64846606786296,19.48,1.9455660377358495,335.97,559.95,6.96,8.94,783.0,True,5,0.0,20.650922792926966
2021-06-13 00:00:01,3.509999999999999,4.65513674362075,19.48,1.9414268867924531,335.91,559.85,6.96,8.87,777.7,True,5,0.0,20.32965826484935
2021-06-13 01:00:01,3.5299999999999994,4.665814759773701,19.57,1.937287735849057,335.712,559.52,6.96,8.86,779.68,True,5,0.0,20.0801526532572
2021-06-13 02:00:01,3.5299999999999994,4.660753135818434,19.57,1.9331485849056607,334.932,558.22,6.97,8.87,780.18,True,5,0.0,20.27592475132338
2021-06-13 03:00:01,3.5700000000000003,4.672102449568793,19.54,1.9290094339622645,333.438,555.73,6.98,8.9,782.98,True,5,0.0,20.086973598845983
2021-06-13 04:00:01,3.5299999999999994,4.652699802494589,19.49,1.9248702830188682,332.148,553.58,6.99,8.87,777.03,True,5,0.0,19.384474097943237
2021-06-13 05:00:01,3.5600000000000005,4.656074352747943,19.55,1.920731132075472,330.984,551.64,6.99,8.89,780.39,True,5,0.0,19.1640427368332
2021-06-13 06:00:01,3.539999999999999,4.659301287362823,19.54,1.9165919811320757,329.67,549.45,7.0,8.87,779.58,True,5,0.0,19.1
2021-06-13 07:00:01,3.9300000000000006,4.608422045949077,19.55,1.9124528301886796,328.872,548.12,7.0,9.57,835.82,True,5,0.0,19.660554459114746
2021-06-13 08:00:01,3.920000000000001,4.57657124087155,19.54,1.9083136792452833,328.37399999999997,547.29,7.0,9.55,828.01,True,5,0.0,20.60166633393516
2021-06-13 09:00:01,3.920000000000001,4.5845724094222176,19.51,1.9041745283018872,327.68399999999997,546.14,7.01,9.55,828.62,True,5,0.0,20.866604304831856
2021-06-13 10:00:01,3.920000000000001,4.600314665497328,19.49,1.9000353773584908,326.77799999999996,544.63,7.0,9.56,832.27,True,5,0.0,20.96660430483185
2021-06-13 11:00:01,4.21,4.487205556210097,19.51,1.8958962264150947,326.17199999999997,543.62,7.0,10.08,858.91,True,5,0.0,23.23512409619922
2021-06-13 12:00:01,3.880000000000001,4.587172660708456,19.58,1.8917570754716986,324.954,541.59,7.0,9.48,825.58,True,5,0.0,24.626263529883104
2021-06-13 13:00:01,3.87,4.561561413848572,19.65,1.8876179245283022,324.348,540.58,7.0,9.49,825.04,True,5,0.0,25.556910571548165
2021-06-13 14:00:01,3.87,4.584222189824898,19.73,1.8834787735849061,324.372,540.62,7.0,9.49,831.53,True,5,0.0,26.43049143181693
2021-06-13 15:00:01,3.9099999999999993,4.558700319299544,19.75,1.8793396226415098,324.234,540.39,7.0,9.52,828.97,True,5,0.0,26.584442622286936
2021-06-13 16:00:01,3.9,4.558388294726154,19.74,1.8752004716981137,324.186,540.31,7.0,9.5,826.69,True,5,0.0,26.77157183098105
2021-06-13 17:00:01,3.890000000000001,4.601640372514237,19.68,1.8710613207547173,323.64,539.4,7.0,9.48,830.66,True,5,0.0,25.252775328149863
2021-06-13 18:00:01,3.919999999999999,4.5588024469556245,19.69,1.8669221698113212,322.962,538.27,7.0,9.53,828.15,True,5,0.0,22.76283539885676
2021-06-13 19:00:01,3.899999999999999,4.591251997129305,19.61,1.8627830188679249,322.02000000000004,536.7,7.0,9.51,830.14,True,5,0.0,21.71848439891823
2021-06-13 20:00:01,3.9,4.573153700935028,19.51,1.8586438679245287,320.67,534.45,7.0,9.5,823.07,True,5,0.0,20.2331150669115
2021-06-13 21:00:01,3.94,4.583695265675495,19.45,1.8545047169811324,319.398,532.33,7.0,9.56,828.24,True,5,0.0,19.170676596917552
